q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,LogLikelihood,R0,i_chain,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
0.022832,0.188340,0.381525,0.092360,0.762563,0.001472,0.994230,1.178431,5.367370,11.086223,-8090.649449,1.344332,10.000000,
